taxon_name,med_w,med_w_lwr,med_w_upr,med_w_warnings,med_w_messages,med_wo,med_wo_lwr,med_wo_upr,med_wo_warnings,med_wo_messages,num_unburnt_pixels,num_pixels
Acacia asperulacea,3102.2631573131544,2749.16911636446,3500.7074100808836,NA,NA,2516.0347254346075,2272.442689166004,2785.73834657018,NA,NA,25,123
Acacia assimilis subsp. atroviridis,82959.05740560035,3053.102470408322,2254167.7760017226,NA,NA,13742.492901984027,4372.035735151788,43196.37866695629,NA,NA,68,81
Acacia aulacocarpa,12096.766464140339,10141.51618883415,14428.982428590141,NA,NA,3784.4470829819957,3387.9928362486803,4227.2933905459095,NA,NA,310,497
Acacia auriculiformis,1905.5180220560121,1812.449291423688,2003.3658042527006,NA,NA,1251.6244457169253,1203.0278497346785,1302.184112746599,NA,NA,466,1135
Acacia auronitens,45930.56669825763,5836.587075286156,361447.01175723725,NA,NA,8571.350222250623,4990.74913704634,14720.845030482991,NA,NA,55,68
Acacia ausfeldii,NA,NA,NA,Ran out of iterations and did not converge,NA,NA,NA,NA,NA,NA,335,339
Acacia axillaris,NA,NA,NA,NA,NA,NA,NA,NA,"no non-missing arguments to max; returning -Inf, Ran out of iterations and did not converge",NA,45,45
Acacia ayersiana,37966.360236885084,20428.858053716533,70559.23076300857,NA,NA,8649.802117068099,6883.069448204282,10870.016237298794,NA,NA,244,316
Acacia baileyana,2776049.2415380194,592135.8459620798,13014664.530100642,NA,NA,24964.58618850561,15776.950599515621,39502.59967109607,NA,NA,3542,3790
Acacia barbinervis,26693.18107294881,3769.658581827473,189016.03429767647,NA,NA,6628.234911757892,3644.6106184547702,12054.373606602996,NA,NA,12,17
Acacia barbinervis subsp. borealis,NA,NA,NA,NA,NA,9482.562344713144,5153.921080415083,17446.714301284916,NA,NA,12,21
Acacia barrettiorum,1986.1914865766025,912.2283651859653,4324.527466919057,NA,NA,1986.1914865766025,912.2283651859653,4324.527466919057,NA,NA,0,1
Acacia barringtonensis,9678.964688622907,7542.865886464731,12419.995112430272,NA,NA,4691.237164495891,4001.066516423698,5500.459950668044,NA,NA,53,100
Acacia basedowii,13352.295553456064,8540.517981557734,20875.05663378102,NA,NA,7975.86923608936,6125.797464233595,10384.68712728743,NA,NA,24,56
Acacia baueri subsp. baueri,13468.354905738097,9372.627893316074,19353.865952181808,NA,NA,5540.26688100838,4519.218136377056,6792.006091877952,NA,NA,55,95
Acacia beadleana,4542.314918958321,3777.067248243942,5462.604573054399,NA,NA,3968.5741702498804,3383.942473780297,4654.21060399417,NA,NA,4,23
Acacia betchei,7977.059559369587,7096.483001178763,8966.903634259364,NA,NA,6358.740621491403,5806.155337557175,6963.916729864221,NA,NA,33,132
Acacia bidentata,146868.4036631347,29385.784716460246,734039.5433603998,NA,NA,9124.939268034013,5068.134714657634,16429.0259302892,NA,NA,128,154
Acacia biflora,41048.146562349815,4134.343178044407,407549.7034576492,NA,NA,12294.378844601179,5098.065303645111,29648.845625124446,NA,NA,63,84
Acacia binervata,74896.44726713716,44736.862587311785,125388.2701830328,NA,NA,14330.625994974931,11587.9849463291,17722.39456290528,NA,NA,1228,1560
Acacia binervia,108455.87637044644,47538.68421307866,247433.79658045876,NA,NA,15517.159501741486,11108.853132410099,21674.806222795698,NA,NA,669,831
Acacia bivenosa,12010.807606629854,10054.812265008724,14347.309085571713,NA,NA,5183.891767010416,4614.488191814639,5823.556748881994,NA,NA,213,423
Acacia blakei subsp. diphylla,30492.839332243137,18525.71420276146,50190.41319353803,NA,NA,12789.267557992896,9602.42850748669,17033.749800105597,NA,NA,175,315
Acacia blakelyi,392653.74772894423,44923.4968083749,3431989.4166574064,NA,NA,14434.074752322227,6230.0758882356395,33441.408691191486,NA,NA,158,189
Acacia blayana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,28
Acacia boormanii,103125.93375121472,20769.568687038813,512045.21250827186,NA,NA,NA,NA,NA,NA,NA,265,388
Acacia brachybotrya,8031091.880086353,225342.42268336195,286224120.6886219,NA,NA,91798.27417643294,20017.356286844042,420980.8238918116,NA,NA,1341,1527
Acacia brachystachya,136181.10933088965,38908.73137581025,476635.8059703124,NA,NA,8925.196680085539,6387.9401139622505,12470.23834868102,NA,NA,417,474
Acacia brockii,1669.8624233712412,1456.9317767304758,1913.912893879532,NA,NA,1537.0424131349307,1358.1366585921212,1739.5152136049983,NA,NA,6,57
Acacia browniana,29924.101493020826,9957.531479429696,89927.09207241157,NA,NA,8446.299450394166,5594.545714651371,12751.70103962132,NA,NA,50,75
Acacia browniana var. browniana,23232.99331326739,12096.756035957973,44621.21718333733,NA,NA,7751.5517707548115,6059.387550035428,9916.275260251456,NA,NA,79,121
Acacia brownii,37222.79835970624,29197.035714963346,47454.705034226004,NA,NA,10518.33528054823,9355.950457714162,11825.134984848562,NA,NA,1106,1656
Acacia brunioides subsp. brunioides,13454.739713939503,9744.968893314814,18576.767432685192,NA,NA,5873.377307539691,4989.868239178025,6913.321022361254,NA,NA,62,92
Acacia bulgaensis,67345.06412289714,11339.770976344662,399951.433867414,NA,NA,8999.843630888732,4325.194876246748,18726.829125150307,NA,NA,48,60
Acacia burbidgeae,10455.258848614205,8297.192125786654,13174.630156121862,NA,NA,5677.744145943386,5024.383658110684,6416.066284021856,NA,NA,49,111
Acacia burkittii,11646.059450976425,10907.063990669152,12435.124690907427,Ran out of iterations and did not converge,NA,10529.011188259185,6799.742400344757,16303.570058310781,NA,NA,1069,1099
Acacia buxifolia,38429.74766588805,25849.44562118954,57132.579448946206,NA,NA,12122.143711444138,10176.814207821055,14439.328964851662,NA,NA,789,1117
Acacia buxifolia subsp. buxifolia,23697.322869574145,18697.71938272579,30033.77576110442,NA,NA,9763.039151024484,8757.051868128117,10884.591629672694,NA,NA,682,1059
Acacia buxifolia subsp. pubiflora,13784.953129338517,9369.510588106763,20281.20156236002,NA,NA,4824.601202228504,3998.1178083938985,5821.9336888162825,NA,NA,59,105
Acacia caerulescens,814760.5981026791,93.90897087606162,7068918187.7708435,NA,NA,78548.67859759665,693.3808563992388,8898276.975036636,NA,NA,51,68
Acacia calamifolia,15583527.944141459,405.64281681521385,598670389611.421,NA,NA,98835.12199301063,2121.7234239010595,4603984.303200504,NA,NA,1103,1179
Acacia calcicola,5419.9569172936235,4370.29393060732,6721.729350876125,NA,NA,1461.7687653483608,1269.0188387640117,1683.7952740159649,NA,NA,159,225
Acacia calligera,2884.945511878524,2502.7391445946955,3325.520609881975,NA,NA,2358.326099721408,2083.5043259719687,2669.39786171676,NA,NA,20,100
Acacia cambagei,806788.7074900444,4092.9938275283093,159029807.02185148,NA,NA,15808.825788258551,4890.733315139591,51100.511252549266,NA,NA,675,703
Acacia carneorum,8455.473966937525,8322.463946947122,8590.609759479248,Ran out of iterations and did not converge,NA,NA,NA,NA,Ran out of iterations and did not converge,NA,302,303
Acacia cataractae,1696.6663690573241,1570.0851730967331,1833.45261595742,NA,NA,1639.4696528101226,1524.2641461323187,1763.3825143139038,NA,NA,5,114
Acacia catenulata subsp. occidentalis,21160.718399058205,7041.459352199601,63591.36377381269,NA,NA,9009.140987319593,5484.6169497288465,14798.594336367378,NA,NA,22,39
Acacia cavealis,NA,NA,NA,Ran out of iterations and did not converge,NA,NA,NA,NA,NA,NA,21,26
Acacia cedroides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,27
Acacia celastrifolia,216315.8755360347,28536.78535690413,1639727.7206838718,NA,NA,10856.117794054011,4582.618566487339,25717.892913944648,NA,NA,85,106
Acacia celsa,143608.67913394357,83451.76892456911,247130.20452852515,NA,NA,6772.992372641402,5558.407891807588,8252.97937336883,NA,NA,928,1100
Acacia chamaeleon,10464.726134655397,8079.559415471716,13554.017916327952,Ran out of iterations and did not converge,NA,NA,NA,NA,NA,NA,38,42
Acacia cheelii,101692.7912136657,25011.084000061375,413473.63372178597,NA,NA,10457.175033904912,7362.311137498719,14853.013903848096,NA,NA,591,697
Acacia chrysocephala,10963.553365884634,8591.95999498623,13989.765138192204,Ran out of iterations and did not converge,NA,33134.239071442615,1605.2617869546118,683924.4587802284,NA,NA,97,117
Acacia chrysotricha,NA,NA,NA,NA,NA,NA,NA,NA,"no non-missing arguments to max; returning -Inf, Ran out of iterations and did not converge",NA,24,24
Acacia cincinnata,28125.714510015314,14381.708226398998,55004.301592409414,NA,NA,3308.2142862904716,2744.638114683289,3987.5135834726457,NA,NA,99,113
Acacia clunies-rossiae,7986.639762336762,7939.9618733636435,8033.592063876806,Ran out of iterations and did not converge,NA,NA,NA,NA,NA,NA,89,142
Acacia cochlearis,59127.269074958596,8109.253051310447,431116.64245051506,NA,NA,NA,NA,NA,NA,NA,182,215
Acacia cognata,97806.67592841602,39747.72181953995,240671.55092807053,NA,NA,35709.624023153556,19759.141499713187,64536.065389961084,NA,NA,363,700
Acacia colei,3098.3571391034893,2751.3961432735364,3489.0711702503036,NA,NA,2353.62120087653,2134.383563030518,2595.3782877479316,NA,NA,40,153
Acacia colei var. colei,4452.663269560686,3957.6486822357706,5009.593267104899,NA,NA,2705.302215143238,2473.670373694878,2958.623813862133,NA,NA,110,282
Acacia colletioides,8058432.326752768,8617.339184571032,7535775275.171156,NA,NA,51517.07481294984,6402.134036277392,414550.6767343913,NA,NA,1647,1707
Acacia complanata,13482.834939211592,11718.754729418264,15512.470582021395,NA,NA,6057.055967112655,5575.024182971498,6580.765532963183,NA,NA,340,623
Acacia concurrens,16070.602886865794,13936.541333677706,18531.447004232137,NA,NA,7890.581401023832,7344.686804503426,8477.049669157785,NA,NA,523,875
Acacia conferta,28494.302844554135,20755.18931657613,39119.14664872374,NA,NA,6320.413293651093,5600.55508627586,7132.797300834165,NA,NA,406,578
Acacia congesta,8581.275148175424,0,Inf,Ran out of iterations and did not converge,NA,NA,NA,NA,NA,NA,6,8
Acacia conjunctifolia,1824.4688056089801,1690.7930441333908,1968.7131042973758,NA,NA,1731.4575980633074,1616.6684254663714,1854.3972076564312,NA,NA,8,117
Acacia conspersa,1810.1332163456068,1660.4787906857164,1973.275587316947,NA,NA,1613.179140145406,1495.932918415213,1739.6147288189843,NA,NA,21,147
Acacia constablei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,18
Acacia continua,162298.04096880188,8688.80401570878,3031562.6931725913,NA,NA,12293.911086500231,6134.192048645884,24638.982380106176,NA,NA,565,664
Acacia convallium,1683.5647554438026,1462.9453718285831,1937.454631152601,NA,NA,1493.653879847191,1319.5161500412737,1690.7727220411684,NA,NA,9,60
Acacia coriacea,10187.105060456357,6279.987717457881,16525.0497583432,NA,NA,3015.854769818636,2275.504708380068,3997.082475435883,NA,NA,33,49
Acacia costiniana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,42
Acacia courtii,12083.310191980016,7464.985639644871,19558.83001572043,Ran out of iterations and did not converge,NA,NA,NA,NA,NA,NA,32,36
Acacia cowleana,5869.937267745451,5211.479976224673,6611.588969824228,NA,NA,3784.0260250127017,3444.071365812831,4157.536658533811,NA,NA,115,353
Acacia crassa,170805.36957103296,12436.08681849257,2345952.927163104,NA,NA,13592.556125668445,4147.078691048734,44551.26024693887,NA,NA,45,59
Acacia crassicarpa,8119.434861392976,6663.864611102739,9892.941456008086,NA,NA,2396.57875398881,2116.8468017565615,2713.276047801152,NA,NA,196,298
Acacia crassistipula,38800.79837725992,7161.937433440277,210208.7554805122,NA,NA,5524.323879593132,2549.6135513700324,11969.717650050936,NA,NA,20,27
Acacia cremiflora,17495.90098049531,3651.228789413933,83836.58455115075,NA,NA,8534.369948314912,6079.6600108946,11980.188083573983,NA,NA,74,81
Acacia cultriformis,157950.1389942888,30920.49553545961,806851.4419409784,NA,NA,12846.066673790252,7572.212230611477,21793.027448484303,NA,NA,321,379
Acacia cupularis,145404759.97941077,1942.2985306420298,10885321638832.361,NA,NA,628650.5456697256,2973.573624978525,132904564.81423014,NA,NA,580,653
Acacia curranii,119420.65887494614,4974.774113289334,2866721.8734674677,NA,NA,16668.96609331218,4644.814454680071,59820.35091628413,NA,NA,60,76
Acacia cuthbertsonii subsp. cuthbertsonii,17377.464486589255,12460.934704756095,24233.83792127664,NA,NA,6736.619010301342,5506.680476974068,8241.26910571921,NA,NA,113,209
Acacia cyclops,2288668.163748913,97745.14012014549,53588362.11518469,NA,NA,38203.89218674697,12086.540155747556,120757.2522333887,NA,NA,757,845
Acacia cyperophylla,60115.96464163416,4479.437473499693,806781.9287966805,NA,NA,8244.996398090609,3027.247461378347,22456.031914079114,NA,NA,21,26
Acacia cyperophylla var. cyperophylla,434122.7143365384,157.86866099961938,1193793181.6839712,NA,NA,8054.288834935171,2028.4125970005052,31981.44634503333,NA,NA,139,153
Acacia dallachiana,21215.312510100925,12654.045753356168,35568.82072928093,NA,NA,15434.060023600672,9901.720575236837,24057.456176641397,NA,NA,26,125
Acacia daviesii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9
Acacia daviesioides,27166.27438319552,11079.5665480362,66609.68736126898,NA,NA,7295.133625819073,4987.793298066147,10669.843643919652,NA,NA,48,67
Acacia dawsonii,11918.461883358425,9993.451734353166,14214.281255470718,Ran out of iterations and did not converge,NA,34911.16839488308,4138.77160957723,294481.01844411343,NA,NA,263,310
Acacia dealbata,38059.35046502278,34226.31310030753,42321.65333070644,NA,NA,11558.315196358524,11028.100326677391,12114.022018388954,NA,NA,9414,13566
Acacia dealbata subsp. dealbata,57387.85437984992,28941.630958442758,113793.373809921,NA,NA,13527.545902873891,10392.90268439918,17607.64087871751,NA,NA,947,1204
Acacia dealbata subsp. subalpina,13267.808878828324,10772.465377481121,16341.175977515837,NA,NA,9586.95535893925,8369.519387565888,10981.48039310825,NA,NA,106,270
Acacia deanei,652685.4826976905,168068.2343865414,2534674.9246175876,NA,NA,18854.373654899206,11934.179986505425,29787.334053996572,NA,NA,1228,1392
Acacia deanei subsp. deanei,456166.90003306506,86550.11896842817,2404251.353619547,NA,NA,18693.669284662563,10891.219219403412,32085.78069035315,NA,NA,1066,1208
Acacia deanei subsp. paucijuga,222192.1640370197,57553.304984077775,857802.3064550682,NA,NA,19860.741209785592,11663.242383339626,33819.84429694505,NA,NA,562,686
Acacia debilis,28466.763257916038,11534.14488542761,70257.19014558704,NA,NA,9196.943657031406,5812.042971855037,14553.19119975699,NA,NA,44,72
Acacia decora,292696.5630792823,163328.5300263237,524533.4542876048,NA,NA,11402.126551574618,9413.593356831156,13810.718709639174,NA,NA,2411,2783
Acacia decurrens,179898.08222611528,84418.48368598975,383367.70071606076,NA,NA,17566.660061602885,13454.365932502013,22935.866860470367,NA,NA,2442,2792
Acacia dentifera,26180.83856444636,2567.0733194923123,267010.8028208406,NA,NA,8598.478732304937,5453.494780436195,13557.148119977968,NA,NA,55,65
Acacia desmondii,54573.381121371815,978.9555792251297,3042276.881833467,NA,NA,6131.0488939476445,2450.631044477448,15338.808599803708,NA,NA,15,21
Acacia dictyophleba,14626.397885653392,12090.971743089585,17693.492273002437,NA,NA,6643.43104242767,5880.180182049957,7505.752315247098,NA,NA,227,476
Acacia difficilis,1187.7703412172903,1158.3357041297463,1217.9529461498944,NA,NA,1087.5502894317679,1063.475090531494,1112.1705083397958,NA,NA,199,1476
Acacia difformis,250797.64308359928,40248.69823276903,1562769.9910323583,NA,NA,7824.031997402992,4664.557455801768,13123.533642027744,NA,NA,210,234
Acacia dilatata,2251378.7493070997,502.1728127159264,10093549759.132257,NA,NA,66908.40239362193,939.6619925848248,4764196.430412403,NA,NA,28,36
Acacia dimidiata,1077.3317213734406,1047.5372991941756,1107.9735669272047,NA,NA,1011.4088622664862,986.263549451467,1037.1952681817381,NA,NA,100,945
Acacia disparrima subsp. disparrima,32315.070025247485,22096.549371129844,47259.13232864434,NA,NA,7652.232981199119,6530.586557219468,8966.525301439875,NA,NA,376,505
Acacia divergens,31369.070921240396,14703.688945143418,66923.24722952115,NA,NA,8293.285660137692,6255.407646985468,10995.060741371577,NA,NA,111,156
Acacia dolichophylla,5597.907261714434,4050.650177466255,7736.181683888765,NA,NA,4853.334069954015,3645.06897580674,6462.114091918692,NA,NA,2,14
Acacia doratoxylon,1776471427583483e5,1776471427583483e5,1776471427583483e5,NA,NA,13641.124333858348,10544.36765266333,17647.362006083094,NA,NA,1427,1687
Acacia drepanocarpa,1760.0105522885244,1559.8233297217348,1985.8897383715648,NA,NA,1676.4499322408778,1502.3218421229615,1870.7605098378176,NA,NA,3,46
Acacia drepanocarpa subsp. drepanocarpa,2465.298673545056,2158.389672078569,2815.848142902795,NA,NA,2177.4514998194372,1935.233762544694,2449.9856946643245,NA,NA,10,74
Acacia drepanocarpa subsp. latifolia,2080.9861221011565,1878.0428717354866,2305.8596294853605,NA,NA,1969.869815278002,1789.7837709283306,2168.075916305074,NA,NA,6,96
Acacia drummondii,46314.793088389204,5787.127936390759,370660.55604744604,NA,NA,13681.446543324833,5237.520846670124,35738.660522346196,NA,NA,39,58
Acacia drummondii subsp. candolleana,73297.47680167014,6348.222112708367,846303.1081940627,NA,NA,15720.199306900688,4461.3973715989805,55391.76308792024,NA,NA,27,42
Acacia drummondii subsp. drummondii,96864.6092566723,15563.691346421772,602861.6423702716,NA,NA,7885.096280163347,3943.654430819374,15765.768638741429,NA,NA,60,75
Acacia drummondii subsp. elegans,73024.86686815704,5850.373970991253,911502.6163376251,NA,NA,14944176306613728e47,14944176306613728e47,14944176306613728e47,NA,NA,75,110
Acacia dunnii,1478.8820731967842,1363.8684613647938,1603.5946635456646,NA,NA,1339.7072238065757,1249.1850271508845,1436.7891117083761,NA,NA,19,139
Acacia echinula,17903.99979729941,14383.046990615729,22286.877665827218,NA,NA,9132.633006054994,7869.949287628366,10597.906361912474,NA,NA,214,469
