taxon_name,mean_fri,mean_fires,lwr_confint,upr_confint,dispersion_ratio,dispersion_p_value,num_unburnt_pixels,num_pixels,warnings,messages,error
Austrostipa macalpinei,117.0853125,0.18934911242603553,0.2549552327160063,0.12374299213606474,1.0669642857142856,0.26214998879864543,141,169,NA,NA,NA
Austrostipa mollis,128.86140372670812,0.17204530882667232,0.18393035754642345,0.1601602601069212,1.021961925651723,0.14426508500890253,3944,4679,NA,NA,NA
Austrostipa muelleri,61.87368821292777,0.35831062670299724,0.40161561102294907,0.3150056423830454,0.9243174827133662,0.9291663735078151,504,734,NA,NA,NA
Austrostipa mundula,170.709,0.12987012987012989,0.17634355899178034,0.08339670074847944,0.940869565217391,0.7309884905279529,202,231,NA,NA,NA
Austrostipa nitida,309.5975294117647,0.07160909856781804,0.07922085389060407,0.063997343245032,1.5228292791732239,6.097363891928523e-108,4480,4748,NA,NA,NA
Austrostipa nivicola,17.12741176470588,1.2944162436548226,1.4532928429869838,1.1355396443226613,0.36626650660264093,1,17,197,NA,NA,NA
Austrostipa nodosa,204.11689655172412,0.10861423220973784,0.12002600683149445,0.09720245758798124,1.334330961275528,3.516541247921794e-34,2910,3204,NA,NA,NA
Austrostipa nullanulla,2194.83,0.010101010101010102,0.029898989898989904,-0.009696969696969699,1,0.4810006930928078,98,99,NA,NA,NA
Austrostipa petraea,753.7800000000001,0.029411764705882353,0.08705882352941177,-0.02823529411764706,1,0.4672528813729093,33,34,NA,NA,NA
Austrostipa platychaeta,188.66670000000005,0.11750881316098706,0.14054054054054052,0.0944770857814336,1.6043764705882355,1.596684326078756e-26,777,851,NA,NA,NA
Austrostipa pubescens,37.87441029306647,0.585355648535565,0.6160294094143596,0.5546818876567704,1.0641246169077891,0.01462263667478694,1372,2390,NA,NA,NA
Austrostipa pubinodis,138.9742285714286,0.15952597994530537,0.18316167989829807,0.13589027999231268,1.2187278415015643,7.839497799930501e-7,950,1097,NA,NA,NA
Austrostipa rudis,88.72937639198219,0.2498608792431831,0.2729725405658417,0.2267492179205245,1.129386758994251,9.473422715662926e-5,1426,1797,NA,NA,NA
Austrostipa rudis subsp. australis,142.08954545454546,0.15602836879432624,0.22122847439187177,0.09082826319678071,0.8499999999999999,0.9003415723984438,119,141,NA,NA,NA
Austrostipa rudis subsp. nervosa,54.301520270270274,0.40827586206896554,0.4411647298189918,0.3753869943189393,1.068812601421297,0.03410213697643715,984,1450,NA,NA,NA
Austrostipa rudis subsp. rudis,66.25806818181817,0.3346007604562738,0.36955595014925446,0.2996455707632931,1.1892569846899057,2.0141355746074772e-5,785,1052,NA,NA,NA
Austrostipa scabra,236.45800595238092,0.09375872011905871,0.09954683944156259,0.08797060079655483,1.5671013289036542,6.686575263471567e-278,9974,10751,NA,NA,NA
Austrostipa scabra subsp. falcata,254.56191489361711,0.0870907967881408,0.09427847760673076,0.07990311596955084,1.1896886552205705,1.1780377079480535e-24,5979,6476,NA,NA,NA
Austrostipa scabra subsp. scabra,210.1578865979381,0.10549211528004353,0.11406278145381805,0.096921449106269,1.2693084036691757,3.2546307807210326e-39,5020,5517,NA,NA,NA
Austrostipa semibarbata,165.69157894736844,0.13380281690140844,0.15282868700992733,0.11477694679288954,1.0564148214087015,0.06840395663547173,1246,1420,NA,NA,NA
Austrostipa setacea,142.4926363636364,0.15558698727015557,0.17614674545220296,0.13502722908810819,1.2452937013446568,6.621276013852787e-10,1234,1414,NA,NA,NA
Austrostipa tuckeri,159.10235294117646,0.13934426229508198,0.18618305620449505,0.09250546838566892,1.3957879448075527,4.406747159280044e-5,217,244,NA,NA,NA
Austrostipa verticillata,287.6148322147651,0.07708225556130367,0.08583415570181036,0.06833035542079699,1.292379554945866,2.3082842661267265e-32,3613,3866,NA,NA,NA
Avicennia marina subsp. australasica,192.83281250000002,0.11497005988023952,0.13796886177655104,0.091971257983928,3.055355715427658,1.0503094963769863e-172,769,835,NA,NA,NA
Azanza thespesioides,3.975310344827586,5.5769230769230775,6.101013347239024,5.052832806607131,3.8773846842812363,7.779853528831962e-28,14,78,NA,NA,NA
Azolla pinnata,63.88579591836735,0.34702549575070823,0.39047996126246054,0.30357103023895593,3.4987465624547687,1.3422800906619402e-193,588,706,NA,NA,NA
Azorella fragosea,40.183125,0.5517241379310346,0.7428867987759495,0.36056147708611963,0.583333333333333,0.9949968306613797,28,58,NA,NA,NA
Babingtonia camphorosmae,75.87760563380283,0.2921810699588477,0.36014507635977633,0.22421706355791904,1.1350250261901993,0.07308075235614325,187,243,NA,NA,NA
Backhousia leptopetala,197.45156250000002,0.11228070175438595,0.15118398010177214,0.07337742340699976,1.0162852112676057,0.4125630189068541,255,285,NA,NA,NA
Backhousia myrtifolia,55.905251989389924,0.3965638148667602,0.4196758320987156,0.37345179763480474,1.1131102958894779,1.828414696023816e-5,1967,2852,NA,NA,NA
Bacopa floribunda,5.686139410187668,3.8989547038327528,4.127403680975668,3.6705057266898375,4.238243436634857,3.89773074512509e-114,65,287,NA,NA,NA
Baeckea brevifolia,26.48270516717326,0.8371501272264629,0.9276111450599118,0.7466891093930139,0.8824204453818003,0.9546196001891886,168,393,NA,NA,NA
Baeckea crassifolia,63.21838427947599,0.35068912710566613,0.39611053914674765,0.3052677150645846,0.7990060813888072,0.9999491712447448,440,653,NA,NA,NA
Baeckea diosmifolia,26.1027652173913,0.8493353028064994,0.918757974783552,0.7799126308294467,1.0356727553383072,0.2526178498494232,292,677,NA,NA,NA
Baeckea frutescens,28.365656565656572,0.7815789473684209,0.8704684956885357,0.6926893990483062,1.6773806668265774,2.773915293475163e-15,224,380,NA,NA,NA
Baeckea gunniana,28.4520539730135,0.7792056074766355,0.8383406922371124,0.7200705227161586,0.7283919443786879,0.9999999997308056,342,856,NA,NA,NA
Baeckea imbricata,27.84617810760669,0.7961595273264399,0.8633738436095656,0.7289452110433142,1.0402564468498539,0.22708730569838725,311,677,NA,NA,NA
Baeckea latifolia,104.93800000000003,0.21126760563380276,0.3181837656136131,0.10435144565399239,1.0704761904761908,0.3214704605723583,58,71,NA,NA,NA
Baeckea leptocaulis,68.39680851063831,0.32413793103448274,0.4168074690812831,0.2314683929876824,1.1518912529550829,0.10246295725404968,108,145,NA,NA,NA
Baeckea linifolia,26.627306176084097,0.8326039387308535,0.8917604023617115,0.7734474750999955,0.7385062889234635,0.9999999996107474,350,914,NA,NA,NA
Baeckea omissa,18.401976284584983,1.2047619047619047,1.3532176594873822,1.0563061500364272,0.7315278854700531,0.9986684550694218,54,210,NA,NA,NA
Baeckea preissiana,92.836875,0.23880597014925373,0.3063645688126368,0.17124737148587066,1.979375,5.2489485146490986e-15,171,201,NA,NA,NA
Baeckea utilis,28.661376,0.7735148514851485,0.8341584158415842,0.7128712871287128,0.7329923172242874,0.9999999983461967,335,808,NA,NA,NA
Ballantinia antipoda,NA,NA,NA,NA,NA,NA,23,23,NA,"Error: no valid set of coefficients has been found: please supply starting values
","Error: no valid set of coefficients has been found: please supply starting values
"
Baloghia inophylla,95.84830000000002,0.23130300693909017,0.25747740618993825,0.20512860768824207,1.4297993827160493,1.6582694967842714e-22,1067,1297,NA,NA,NA
Baloghia marmorata,150.75600000000003,0.14705882352941174,0.27596156576175257,0.018156081297070942,1.290909090909091,0.12227933393480721,30,34,NA,NA,NA
Baloskion australe,23.143875968992244,0.9579207920792081,1.0254070256850432,0.890434558473373,0.6216599585666759,1,248,808,NA,NA,NA
Baloskion fimbriatum,26.627460317460315,0.8325991189427314,0.951301960732777,0.7138962771526859,1.2203961230509903,0.013183269168888963,109,227,NA,NA,NA
Baloskion gracile,29.68525423728814,0.7468354430379746,0.856861198326895,0.6368096877490541,0.5946567078425741,0.9999998796127,90,237,NA,NA,NA
Baloskion longipes,44.34,0.5,0.8266666666666667,0.17333333333333334,0.5294117647058822,0.9402617993039466,9,18,NA,NA,NA
Baloskion pallens,22.872217194570133,0.9692982456140352,1.0596636847403338,0.8789328064877366,1.2052906369648448,0.0017029238063609356,213,456,NA,NA,NA
Baloskion stenocoleum,26.05947368421052,0.8507462686567167,0.9782603273035781,0.7232322100098552,1.125614035087719,0.10746988559226192,93,201,NA,NA,NA
Baloskion tenuiculme,24.907037037037043,0.89010989010989,1.0839560439560438,0.6962637362637362,1.3593964334705075,0.013240277031405581,50,91,NA,NA,NA
Baloskion tetraphyllum,66.09944444444444,0.33540372670807456,0.38705326550778757,0.28375418790836154,1.39588135853696,1.865752820811905e-8,368,483,NA,NA,NA
Baloskion tetraphyllum subsp. meiostachyum,38.04481481481483,0.5827338129496401,0.646187050359712,0.5192805755395682,1.599154710265822,9.253573130572204e-18,356,556,NA,NA,NA
Baloskion tetraphyllum subsp. tetraphyllum,56.62337837837837,0.3915343915343916,0.44303940436414935,0.3400293787046339,0.7810142297774806,0.9999645509212091,364,567,NA,NA,NA
Bambusa arnhemica,4.940742857142857,4.487179487179487,4.957285158851085,4.0170738155078896,5.746493506493506,1.004753585620365e-52,17,78,NA,NA,NA
Banksia aemula,30.543994565217382,0.725838264299803,0.7782775809346177,0.6733989476649883,1.4359039014549977,2.0000090856979067e-18,592,1014,NA,NA,NA
Banksia aquilonia,63.24970588235293,0.35051546391752586,0.43382770130114046,0.26720322653391126,1.6875952453520267,7.423899279809988e-9,150,194,NA,NA,NA
Banksia arctotidis,62.81500000000001,0.3529411764705882,0.5159916813088979,0.18989067163227846,0.7733333333333333,0.8778617921145577,34,51,NA,NA,NA
Banksia armata,88.22755102040819,0.2512820512820512,0.3216410256410256,0.18092307692307685,0.8756574794866402,0.8934718306416997,149,195,NA,NA,NA
Banksia armata var. armata,79.38290322580644,0.2792792792792793,0.37759295631663825,0.18096560224192038,1.1829912023460407,0.09233930288653838,84,111,NA,NA,NA
Banksia ashbyi,167.85857142857145,0.1320754716981132,0.2012608346988389,0.06289010869738751,1.0204081632653061,0.4235481039773008,93,106,NA,NA,NA
Banksia attenuata,67.63865454545457,0.32777115613825974,0.3551645258916981,0.3003777863848214,1.2038553694367653,1.3875877718467779e-8,1243,1678,NA,NA,NA
Banksia audax,110.85000000000004,0.19999999999999996,0.3239612842786004,0.07603871572139952,1.2244897959183678,0.13486434652532012,42,50,NA,NA,NA
Banksia baueri,84.82434782608695,0.2613636363636364,0.33689412935753144,0.18583314336974138,0.8740372670807451,0.8840931911318702,132,176,NA,NA,NA
Banksia baxteri,92.86301886792455,0.2387387387387387,0.30301358280626034,0.174463894671217,0.8784256808674122,0.9034958004603395,171,222,NA,NA,NA
Banksia bipinnatifida,86.2166666666667,0.25714285714285706,0.42514285714285704,0.08914285714285705,1.2222222222222225,0.17474698684064296,28,35,NA,NA,NA
Banksia bipinnatifida subsp. multifida,93.60666666666665,0.23684210526315794,0.39157894736842114,0.08210526315789476,1.4684684684684683,0.03284685013503853,32,38,NA,NA,NA
Banksia blechnifolia,310.38,0.07142857142857144,0.13403847479856557,0.008818668058577325,0.9420289855072463,0.6141861542677083,65,70,NA,NA,NA
Banksia brownii,88.68,0.25,0.74,-0.24,1,0.3916251762710891,3,4,NA,NA,NA
Banksia brunnea,51.16153846153845,0.43333333333333346,0.6688960166636474,0.1977706500030195,0.7453580901856761,0.8357611596069422,18,30,NA,NA,NA
Banksia burdettii,152.0228571428571,0.14583333333333337,0.2538681785351375,0.03779848813152924,1.7477203647416413,0.0011481588038182132,43,48,NA,NA,NA
Banksia caleyi,111.7368,0.19841269841269843,0.2761904761904762,0.12063492063492066,0.8886399999999999,0.8086073036529163,102,126,NA,NA,NA
Banksia calophylla,273.4299999999999,0.08108108108108111,0.17283296169824328,-0.01067079953608105,0.9444444444444439,0.564022911672259,34,37,NA,NA,NA
Banksia candolleana,76.97916666666666,0.28800000000000003,0.38208000000000003,0.19392000000000004,0.7737455197132616,0.9708735261588203,90,125,NA,NA,NA
Banksia canei,20.826363636363634,1.0645161290322582,1.1793715102070534,0.949660747857463,0.42169265470236345,1,60,310,NA,NA,NA
Banksia carlinoides,71.09689655172414,0.3118279569892473,0.42532175292455515,0.19833416105393947,1.532233883058471,7.811891595336837e-4,72,93,NA,NA,NA
Banksia chamaephyton,NA,NA,NA,NA,NA,NA,1,1,NA,"Error: no valid set of coefficients has been found: please supply starting values
","Error: no valid set of coefficients has been found: please supply starting values
"
Banksia cirsioides,230.93749999999991,0.09600000000000004,0.15031711332536005,0.04168288667464004,0.9112903225806447,0.7509948670432318,113,125,NA,NA,NA
Banksia coccinea,73.67261538461538,0.30092592592592593,0.3740834499382646,0.22776840191358724,0.7950626118067976,0.9880125527275482,154,216,NA,NA,NA
Banksia croajingolensis,19.002857142857142,1.1666666666666667,2.0309454282810995,0.3023879050522338,0.14285714285714282,0.9821754508742055,0,6,NA,NA,NA
Banksia cuneata,44.340000000000025,0.4999999999999998,1.4799999999999998,-0.4800000000000002,1.0000000000000004,0.31731050786291404,1,2,NA,NA,NA
Banksia cypholoba,22.17,1,2.96,-0.96,NA,1,0,1,NA,NA,NA
Banksia dallanneyi,82.93222222222222,0.26732673267326734,0.33862871132457967,0.19602475402195502,1.0340888151833423,0.3552828470529303,156,202,NA,NA,NA
Banksia dallanneyi subsp. media,44.34,0.5,0.753034911952218,0.24696508804778206,0.6551724137931033,0.9212880043373736,16,30,NA,NA,NA
Banksia dallanneyi subsp. sylvestris,49.732702702702724,0.4457831325301203,0.5894242717998133,0.3021419932604274,1.1081081081081086,0.23564441725388408,56,83,NA,NA,NA
Banksia dallanneyi var. dallanneyi,65.84820895522391,0.33668341708542704,0.41730297202447225,0.2560638621463818,1.026684758028042,0.3833783364058529,144,199,NA,NA,NA
Banksia dentata,4.109753278506337,5.394484412470022,5.55211773056095,5.236851094379094,3.9053749972983205,5.248373439243076e-282,129,834,NA,NA,NA
Banksia dryandroides,166.275,0.13333333333333333,0.20877376850744445,0.05789289815922223,0.8764044943820225,0.7912034460502079,78,90,NA,NA,NA
Banksia elderiana,45.79037383177571,0.48416289592760176,0.575902251802107,0.39242354005309654,0.8561597281223449,0.9400871759027554,132,221,NA,NA,NA
Banksia elegans,NA,NA,NA,NA,NA,NA,2,2,NA,"Error: no valid set of coefficients has been found: please supply starting values
","Error: no valid set of coefficients has been found: please supply starting values
"
Banksia ericifolia,40.228472727272724,0.5511022044088177,0.5836702634724279,0.5185341453452076,0.9730216450216448,0.8021345826172296,1152,1996,NA,NA,NA
Banksia ericifolia subsp. ericifolia,30.53424437299035,0.7260700389105059,0.7726601521005922,0.6794799257204196,0.7761416794382506,0.9999999996065342,560,1285,NA,NA,NA
Banksia ericifolia subsp. macrantha,21.66229007633588,1.0234375,1.1473647326180771,0.8995102673819229,1.2945966172728631,0.0010511305417202862,122,256,NA,NA,NA
Banksia erythrocephala var. erythrocephala,93.11400000000002,0.23809523809523808,0.38566819556976245,0.09052228062071371,1.1902439024390241,0.18815628310091176,34,42,NA,NA,NA
Banksia falcata,119.71800000000002,0.18518518518518517,0.29996415210981525,0.0704062182605551,1.237735849056604,0.1146779150198325,46,54,NA,NA,NA
Banksia formosa,37.64716981132075,0.588888888888889,0.7474335042554425,0.43034427352233545,0.7973288106847569,0.9199931992293615,46,90,NA,NA,NA
Banksia fraseri,80.61818181818185,0.2749999999999999,0.4375146147274145,0.11248538527258531,1.116550116550117,0.2840653771820531,31,40,NA,NA,NA
Banksia fraseri var. fraseri,80.9686956521739,0.27380952380952384,0.35293670694598533,0.19468234067306237,1.9552199947930224,2.108809497673628e-12,139,168,NA,NA,NA
Banksia gardneri,63.009473684210526,0.35185185185185186,0.5100637394322171,0.1936399642714867,1.0893743793445876,0.3045383230199781,38,54,NA,NA,NA
Banksia gardneri var. brevidentata,29.790937500000002,0.7441860465116279,1.0020333564884898,0.4863387365347659,0.4538690476190476,0.9991054535997403,14,43,NA,NA,NA
Banksia gardneri var. gardneri,78.82666666666668,0.28124999999999994,0.3507009719154454,0.21179902808455447,1.0089686098654709,0.44987705878336237,169,224,NA,NA,NA
Banksia gardneri var. hiemalis,70.08580645161291,0.31632653061224486,0.4276818178688453,0.20497124335564443,0.6907216494845361,0.9912976058203311,67,98,NA,NA,NA
Banksia grandis,60.40081047381549,0.36704805491990833,0.3924514530221256,0.3416446568176911,1.047396389977438,0.06030723341502171,1539,2185,NA,NA,NA
Banksia grossa,153.60642857142864,0.14432989690721645,0.21993452039254557,0.06872527342188735,0.8645833333333336,0.8252443168367758,83,97,NA,NA,NA
Banksia hookeriana,48.370909090909095,0.4583333333333333,0.6147130942668686,0.3019535723997981,0.7951344430217671,0.8959171592046358,43,72,NA,NA,NA
Banksia ilicifolia,59.68197718631179,0.3714689265536723,0.41636420690797266,0.32657364619937196,1.185338360017425,4.7067805353614214e-4,509,708,NA,NA,NA
Banksia incana,148.539,0.1492537313432836,0.24176215244671678,0.0567453102398504,1.0666666666666664,0.33267830552213706,58,67,NA,NA,NA
Banksia integrifolia,100.79960000000003,0.219941348973607,0.23754032219888205,0.20234237574833197,1.677340178462291,2.3900818814083207e-97,2310,2728,NA,NA,NA
Banksia integrifolia subsp. compar,75.11546052631581,0.2951456310679611,0.3420669959060939,0.2482242662298283,1.3390333811181654,3.910081455051914e-7,401,515,NA,NA,NA
Banksia integrifolia subsp. integrifolia,85.42502446982054,0.2595258255715496,0.28007083833205276,0.23898081281104636,1.2173353978772785,1.3211563011126e-12,1877,2362,NA,NA,NA
Banksia integrifolia subsp. monticola,28.98006726457399,0.7650085763293312,0.8360080200353484,0.694009132623314,1.2685574715300567,1.0951967412957147e-5,305,583,NA,NA,NA
Banksia kippistiana,110.84999999999998,0.20000000000000004,0.4771858582251267,-0.07718585822512661,2,0.035173539466984795,9,10,NA,NA,NA
Banksia laevigata,88.67999999999996,0.2500000000000001,0.5329016319029167,-0.03290163190291656,0.8181818181818179,0.6218923313311707,9,12,NA,NA,NA
Banksia laevigata subsp. fuscolutea,41.78192307692308,0.5306122448979592,0.7345730254416706,0.32665146435424786,0.6362179487179487,0.9766955716415698,25,49,NA,NA,NA
Banksia laevigata subsp. laevigata,NA,NA,NA,NA,NA,NA,1,1,NA,"Error: no valid set of coefficients has been found: please supply starting values
","Error: no valid set of coefficients has been found: please supply starting values
"
Banksia lanata,150.75600000000003,0.14705882352941174,0.27596156576175257,0.018156081297070942,0.8787878787878789,0.666679955764278,29,34,NA,NA,NA
Banksia laricina,44.34,0.5,0.7309882151876055,0.2690117848123945,0.5142857142857142,0.9922656563891931,18,36,NA,NA,NA
Banksia lemanniana,84.52312500000001,0.26229508196721313,0.353175691221353,0.17141447271307325,0.743801652892562,0.9842280837658453,90,122,NA,NA,NA
Banksia leptophylla,47.84052631578949,0.4634146341463414,0.5837209389685419,0.3431083293241408,0.823986194995686,0.9224088791038874,73,123,NA,NA,NA
Banksia leptophylla var. leptophylla,70.20500000000001,0.3157894736842105,0.568473678729212,0.06310526863920901,1.0740740740740742,0.37157268513940656,14,19,NA,NA,NA
Banksia leptophylla var. melletica,77.59500000000001,0.2857142857142857,0.43538058118524336,0.13604799024332806,0.875,0.7160288618772267,36,49,NA,NA,NA
Banksia lindleyana,117.18428571428566,0.18918918918918928,0.3293425018834217,0.04903587649495689,0.833333333333333,0.7488587520753693,30,37,NA,NA,NA
Banksia littoralis,67.75650602409641,0.3272010512483573,0.36784267847910185,0.28655942401761275,1.1562460367786944,0.0017664760008280272,566,761,NA,NA,NA
Banksia marginata,75.2307259786478,0.2946934209606372,0.30359009588554353,0.2857967460357309,1.0446441471905912,9.787677853816485e-5,10747,14303,NA,NA,NA
Banksia media,86.95805825242716,0.254950495049505,0.30418769175143756,0.20571329834757246,1.0778144498783393,0.13555688270945587,316,404,NA,NA,NA
Banksia meisneri,NA,NA,NA,NA,NA,NA,7,7,NA,"Error: no valid set of coefficients has been found: please supply starting values
","Error: no valid set of coefficients has been found: please supply starting values
"
Banksia meisneri subsp. meisneri,820.29,0.02702702702702703,0.08,-0.025945945945945945,1.0000000000000002,0.4686476695553359,36,37,NA,NA,NA
Banksia menziesii,67.08090128755364,0.33049645390070925,0.37293347736744475,0.28805943043397375,1.1002487319547403,0.0329543694497813,516,705,NA,NA,NA
Banksia micrantha,96.07000000000002,0.23076923076923073,0.361339214724423,0.10019924681403844,0.7843137254901962,0.8668774420240072,40,52,NA,NA,NA
Banksia mucronulata,75.63882352941178,0.29310344827586204,0.4324359832105278,0.15377091334119627,0.9587203302373583,0.5638638967998038,43,58,NA,NA,NA
Banksia nana,96.07000000000004,0.2307692307692307,0.49190919867961524,-0.030370737141153875,1.5555555555555562,0.09689659598716051,11,13,NA,NA,NA
Banksia neoanglica,19.509600000000002,1.1363636363636362,1.2706732353119128,1.0020540374153597,0.8270539419087135,0.9766854340843582,76,242,NA,NA,NA
Banksia nivea,87.37588235294118,0.2537313432835821,0.32336915283554224,0.18409353373162196,1.104705882352941,0.14785999978137584,159,201,NA,NA,NA
Banksia nivea subsp. nivea,88.68,0.25,0.3247242994629763,0.1752757005370237,2.111111111111111,1.169771842023159e-15,144,172,NA,NA,NA
Banksia nobilis,266.04,0.08333333333333333,0.1988274409271361,-0.03216077426046944,0.9565217391304348,0.5202517804007956,22,24,NA,NA,NA
Banksia nutans,64.86777777777777,0.3417721518987342,0.4706893512468988,0.21285495255056966,0.8167141500474834,0.8787707760117808,54,79,NA,NA,NA
Banksia nutans var. cernuella,137.6873684210527,0.1610169491525423,0.233418999401184,0.0886148989039006,1.058479532163743,0.3148176518414901,101,118,NA,NA,NA
Banksia nutans var. nutans,49.82536082474227,0.44495412844036697,0.5335034921629375,0.3564047647177965,0.8268801368236021,0.9704067714591624,134,218,NA,NA,NA
Banksia oblongifolia,31.01092531705029,0.7149093351242438,0.7452775461522039,0.6845411240962838,1.1610089439420725,1.6571015465060338e-9,1562,2978,NA,NA,NA
Banksia obovata,110.85000000000001,0.2,0.28173765031037334,0.1182623496896267,0.9824561403508774,0.535459638775087,94,115,NA,NA,NA
Banksia occidentalis,77.89459459459461,0.2846153846153846,0.3763247273798809,0.19290604185088836,1.320134087575948,0.008673951770596598,103,130,NA,NA,NA
Banksia oreophila,40.30909090909092,0.5499999999999999,0.7376557131202421,0.3623442868797577,0.5808936825885981,0.9958766104701222,29,60,NA,NA,NA
Banksia ornata,63.12167004048583,0.35122644863135444,0.3731274923179405,0.32932540494476836,1.0256563829971033,0.16782560707302502,2004,2813,NA,NA,NA
Banksia pallida,81.75187500000003,0.27118644067796605,0.4040677966101694,0.1383050847457627,0.9956896551724139,0.48455449666012795,45,59,NA,NA,NA
Banksia paludosa,26.71769230769231,0.8297872340425532,0.8970298944113411,0.7625445736737653,0.7559003496503497,0.9999997108645661,275,705,NA,NA,NA
Banksia paludosa subsp. astrolux,12.316666666666668,1.7999999999999998,2.4789639165669994,1.121036083433,0.09523809523809525,0.9999935016182736,0,15,NA,NA,NA
Banksia paludosa subsp. paludosa,21.21985714285715,1.0447761194029848,1.1860850667787624,0.9034671720272072,0.6345714285714288,0.999986261810914,52,201,NA,NA,NA
Banksia pellaeifolia,57.642000000000024,0.38461538461538447,0.6230024697665393,0.14622829946422972,0.6400000000000001,0.9148287988169981,16,26,NA,NA,NA
Banksia penicillata,18.038944099378885,1.2290076335877862,1.41885199984184,1.0391632673337323,0.4326803631151457,0.999999998016078,21,131,NA,NA,NA
Banksia petiolaris,31.115789473684206,0.7125000000000001,0.8974709436641335,0.5275290563358668,1.1083721963135686,0.23867904657008973,44,80,NA,NA,NA
Banksia pilostylis,110.85000000000004,0.19999999999999996,0.2740810367098085,0.12591896329019142,1.1654676258992809,0.08859941949363982,116,140,NA,NA,NA
Banksia plagiocarpa,52.86692307692308,0.41935483870967744,0.6473187258035297,0.19139095161582523,0.5999999999999999,0.9585336745270964,18,31,NA,NA,NA
Banksia polycephala,91.84714285714286,0.24137931034482762,0.42019560585126203,0.06256301483839322,1.0816326530612241,0.34969161514668046,23,29,NA,NA,NA
Banksia praemorsa,97.54799999999999,0.22727272727272732,0.3422885963419173,0.11225685820353737,0.9199999999999997,0.6590682558274441,52,66,NA,NA,NA
Banksia prionotes,74.78471830985917,0.29645093945720247,0.3452110554574393,0.2476908234569656,1.2978077671047206,1.1478640044995752e-5,365,479,NA,NA,NA
Banksia proteoides,88.67999999999996,0.2500000000000001,0.5329016319029167,-0.03290163190291656,2.9999999999999996,5.261626728433644e-4,11,12,NA,NA,NA
Banksia pteridifolia subsp. pteridifolia,133.01999999999998,0.16666666666666669,0.33000000000000007,0.003333333333333327,0.8695652173913042,0.641911791815335,20,24,NA,NA,NA
Banksia pulchella,55.55855421686749,0.3990384615384614,0.48488677795732116,0.31319014511960164,1.0881205983353706,0.1830041749272077,144,208,NA,NA,NA
Banksia quercifolia,32.139940828402366,0.689795918367347,0.793795918367347,0.585795918367347,0.9769133766611698,0.5896895161944151,126,245,NA,NA,NA
Banksia repens,71.59819672131148,0.3096446700507614,0.36459113602458637,0.25469820407693644,1.086555708505402,0.11437197798691058,294,394,NA,NA,NA
Banksia robur,42.56821721311476,0.5208110992529349,0.5670200802426617,0.47460211826320803,1.5587212764466862,1.4778343846479427e-25,598,937,NA,NA,NA
Banksia rufa subsp. rufa,251.26000000000008,0.08823529411764704,0.1880829289069117,-0.011612340671617635,1.626262626262627,0.012946241464730742,32,34,NA,NA,NA
Banksia saxicola,26.89475409836066,0.8243243243243242,0.9706007269843717,0.6780479216642767,0.22638563622170185,1,29,148,NA,NA,NA
Banksia scabrella,22.17,1,2.96,-0.96,NA,1,0,1,NA,NA,NA
Banksia sceptrum,152.72666666666672,0.1451612903225806,0.21222238505446606,0.07810019559069513,1.3098464317976517,0.01197702208275859,109,124,NA,NA,NA
Banksia sclerophylla,76.01142857142855,0.29166666666666674,0.507736357070275,0.0755969762630585,0.7391304347826085,0.8092515403910027,17,24,NA,NA,NA
Banksia seminuda,63.42303797468355,0.3495575221238938,0.4266409781324715,0.2724740661153161,1.1364838255977496,0.07814597801308536,164,226,NA,NA,NA
Banksia serrata,38.434723275208434,0.5768221574344032,0.5947949259513364,0.55884938891747,0.9054933110025927,0.9999999944628657,3726,6860,NA,NA,NA
Banksia serratuloides,14.780000000000001,1.5,3.1974097914174995,-0.19740979141749948,0.3333333333333334,0.563702861650773,0,2,NA,NA,NA
Banksia sessilis,82.58934065934066,0.26843657817109146,0.323590585096673,0.21328257124550992,1.0643734963261589,0.1990404106448591,262,339,NA,NA,NA
Banksia shuttleworthiana,48.3709090909091,0.45833333333333326,0.6147130942668685,0.30195357239979803,1.6555697823303461,4.3063844653102587e-4,47,72,NA,NA,NA
Banksia solandri,33.25500000000001,0.6666666666666665,1.5906195274170885,-0.2572861940837554,0.5000000000000001,0.6065306597126333,1,3,NA,NA,NA
Banksia speciosa,69.60348837209304,0.3185185185185185,0.3858381194487836,0.25119891758825336,1.1975447393446876,0.014490077539392424,205,270,NA,NA,NA
Banksia sphaerocarpa,89.3728125,0.24806201550387602,0.3340111188294967,0.16211291217825535,1.3876953124999998,0.0024545775880077084,106,129,NA,NA,NA
Banksia sphaerocarpa var. caesia,116.3925,0.1904761904761905,0.2564728233869349,0.12447955756544608,2.7005988023952088,5.772603192058231e-28,152,168,NA,NA,NA
Banksia sphaerocarpa var. sphaerocarpa,58.07216417910448,0.3817663817663818,0.44640638270503946,0.3171263808277241,1.0391044776119402,0.29603788058040265,238,351,NA,NA,NA
Banksia spinulosa,37.39911602209945,0.5927947598253276,0.6177252327375031,0.567864286913152,1.094428431445006,4.277986097954118e-5,2103,3664,NA,NA,NA
Banksia spinulosa var. collina,34.317585798816566,0.6460244648318043,0.6895833425586351,0.6024655871049736,1.3017162932412185,8.136780426364651e-13,774,1308,NA,NA,NA
Banksia spinulosa var. cunninghamii,33.69074784276127,0.6580441640378548,0.6979805682188417,0.6181077598568679,0.7604605498900803,0.9999999999999066,728,1585,NA,NA,NA
